gene	gene_signal	total_signal_0-8	total_signal	LTR_0-8	LINE_0-8	SINE_0-8	LTR	LINE	SINE
A1BG	1.1196	0.345	0.93	0.345	0	0	0	0.412	0.173
A1CF	1.0146	0	5.129	0	0	0	0.765	1.75	2.614
A2M	2.3913	0.691	2.36	0	0	0.691	0.605	1.065	0
A3GALT2	1.8182	0.74	16.778	0	0	0.74	0.825	5.157	10.056
A4GALT	0.6041	1.153	7.399	0.405	0	0.748	1.057	0	5.189
A4GNT	0.8432	0.33	5.718	0	0	0.33	2.326	0.337	2.725
AAAS	0.6501	2.819	15.116	0	0	2.819	0.37	0	11.927
AACS	1.0484	1.276	23.67	0	0	1.276	1.802	0	20.591
AADAC	0.564	0	8.502	0	0	0	1.733	6.77	0
AADACL2	0.7806	0.863	4.424	0	0.863	0	1.648	0.992	0.921
AADACL3	1.3186	0	3.901	0	0	0	0	0.432	3.469
AADAT	0.6995	0.173	6.041	0	0.173	0	3.355	1.823	0.691
AAGAB	1.4504	1.693	14.457	0.289	0	1.404	2.433	0	10.331
AAK1	0.6993	0	12.689	0	0	0	3.428	2.773	6.488
AAMDC	1.7254	0	11.976	0	0	0	1.812	1.669	8.495
AAMP	0.9936	0	4.14	0	0	0	0	0	4.14
AANAT	1.3721	0.921	18.765	0	0	0.921	6.319	0	11.526
AAR2	1.0944	0.549	8.232	0	0	0.549	1.277	0	6.406
AARD	0.4242	1.452	8.011	0.948	0	0.504	0	0	6.559
AARS	1.9554	0.817	26.749	0	0	0.817	2.931	0	23.002
AARS2	1.891	0.528	21.166	0	0	0.528	5.29	5.424	9.924
AARSD1	1.2463	3.068	8.391	0	0	3.068	2.242	0	3.081
AASDH	0.8155	0	12.071	0	0	0	2.905	1.617	7.548
AASDHPPT	0.5057	1.096	7.388	0	1.096	0	2.566	2.447	1.279
AASS	0.5187	0	4.031	0	0	0	0	3.878	0.153
AATF	1.5184	1.531	17.525	0	0	1.531	0	1.808	14.186
AATK	1.0882	0	0	0	0	0	0	0	0
ABAT	1.2608	0	17.923	0	0	0	3.766	0	14.157
ABCA1	1.2547	0.273	4.719	0	0.273	0	3.445	1.002	0
ABCA12	0.9012	0	2.562	0	0	0	0.67	0.254	1.638
ABCA13	0.5791	0	5.6	0	0	0	2.704	0	2.896
ABCA2	1.209	0	6.288	0	0	0	1.608	0.831	3.85
ABCA3	0.5076	0	20.814	0	0	0	5.431	4.616	10.767
ABCA4	1.0952	0.204	5.548	0	0	0.204	1.139	1.957	2.248
ABCA5	1.1435	0	5.817	0	0	0	1.152	1.689	2.976
ABCA6	0.9893	2.341	23.505	1.266	0	1.075	5.266	10.983	4.915
ABCA7	0.561	2.19	22.363	0	0	2.19	1.753	0	18.42
ABCA8	0.9046	0.863	7.622	0.345	0.518	0	4.415	0	2.344
ABCA9	2.6811	0.167	7.843	0	0.167	0	5.2	0.739	1.737
ABCB1	0.5478	1.324	1.791	0	1.324	0	0.468	0	0
ABCB10	0.5022	1.86	23.227	0	0	1.86	4.306	0.394	16.667
ABCB11	1.5421	0.403	3.2	0	0	0.403	0.173	1.862	0.763
ABCB4	0.5315	0	20.659	0	0	0	4.184	8.246	8.228
ABCB5	0.5181	0	2.797	0	0	0	0.173	0	2.625
ABCB6	0.8351	0.204	9.818	0	0	0.204	2.072	0.459	7.083
ABCB7	0.2198	0.345	5.494	0	0	0.345	0.989	2.503	1.656
ABCB8	0.8469	1.596	20.138	0	0	1.596	1.65	0	16.892
ABCB9	0.7635	0.576	31.864	0	0	0.576	11.182	4.133	15.974
ABCC1	0.6595	2.186	64.833	0	0	2.186	0	10.981	51.667
ABCC10	1.3961	0.173	2.303	0	0	0.173	0.173	0	1.958
ABCC12	0.6993	0	7.026	0	0	0	4.761	0	2.264
ABCC2	0	0.324	12.167	0	0	0.324	1.714	2.619	7.511
ABCC3	1.5677	0	12.191	0	0	0	0	0	12.191
ABCC4	0.394	0.483	2.627	0	0.483	0	0	0.641	1.502
ABCC5	0.4675	0.806	9.174	0.633	0	0.173	0.934	3.768	3.666
ABCC6	1.4062	0	8.384	0	0	0	1.893	1.554	4.937
ABCC8	0.7759	0	2.361	0	0	0	0.911	0	1.45
ABCC9	0.6098	0.173	2.031	0	0	0.173	0	1.11	0.748
ABCD1	2.5992	1.652	17.31	0	0	1.652	2.336	1.191	12.131
ABCD2	0.4662	0	1.124	0	0	0	0.552	0.399	0.173
ABCD3	1.8866	0	10.773	0	0	0	4.735	5.463	0.576
ABCD4	1.069	1.604	12.377	0	0	1.604	1.272	0	9.5
ABCE1	0.6368	0.644	32.779	0	0	0.644	3.213	7.253	21.669
ABCF1	1.4612	1.013	8.625	0	0	1.013	2.768	0	4.843
ABCF2	0.7764	1.835	11.07	0.576	0.783	0.477	0.706	0.871	7.658
ABCF3	1.1288	0.787	24.658	0	0	0.787	1.265	2.574	20.033
ABCG1	2.2492	0.143	1.939	0	0.143	0	1.796	0	0
ABCG2	0.4434	0	3.337	0	0	0	0.518	0	2.819
ABCG4	0.876	1.179	12.077	0	0	1.179	0	0	10.898
ABCG5	0.5924	0.518	9.165	0	0.173	0.345	3.55	0	5.097
ABCG8	1.1196	0	15.435	0	0	0	5.248	2.367	7.82
ABHD10	1.2629	0.173	7.088	0	0	0.173	2.003	1.064	3.848
ABHD11	0.6489	2.843	63.418	0	0	2.843	8.135	0	52.44
ABHD12	1.1006	0	1.191	0	0	0	0	0.166	1.026
ABHD12B	1.9045	1.228	14.323	0	0	1.228	2.745	1.617	8.733
ABHD13	0.9144	0.077	3.853	0	0	0.077	2.203	0.645	0.928
ABHD14A	1.4901	0.777	7.862	0	0	0.777	0.271	0	6.815
ABHD14B	1.4899	0.355	12.397	0	0	0.355	1.304	0	10.738
ABHD15	1.7086	2.115	19.036	0	0	2.115	2.323	0	14.598
ABHD16A	0.6991	3.293	44.016	0	0	3.293	14.186	0.658	25.879
ABHD16B	0.6942	2.208	22.063	1.246	0	0.962	4.864	0	14.991
ABHD17A	1.0467	2.911	9.857	0	0	2.911	0	0	6.946
ABHD17B	1.077	0.49	23.436	0	0	0.49	1.245	4.684	17.017
ABHD17C	1.1289	0	9.116	0	0	0	3.466	0.816	4.835
ABHD18	1.6308	0	8.51	0	0	0	0.46	0	8.05
ABHD2	1.0487	0.158	16.135	0	0	0.158	1.684	2.654	11.639
ABHD3	1.7961	1.395	13.386	0	0	1.395	1.156	0.863	9.973
ABHD4	1.391	0.547	17.439	0	0	0.547	1.432	1.77	13.689
ABHD5	0.5262	0.318	27.602	0	0	0.318	10.848	0	16.436
ABHD6	1.1187	0.552	7.022	0	0	0.552	1.546	1.1	3.823
ABHD8	0.9896	1.171	12.168	0	0	1.171	4.564	0	6.433
ABI1	1.4591	1.218	10.283	0	0.23	0.988	0.787	1.565	6.713
ABI2	0.8074	4.483	25.894	0	0	4.483	5.017	0	16.393
ABI3	0.5282	0	15.964	0	0	0	0	0	15.964
ABL1	1.3004	0.788	72.991	0	0	0.788	2.185	0	70.017
ABL2	1.1516	1.216	21.569	0	0	1.216	0.738	3.264	16.352
ABLIM1	0.3453	0	2.425	0	0	0	0.358	0.945	1.122
ABLIM2	2.4838	0	1.205	0	0	0	0.221	0.638	0.345
ABLIM3	0.9609	0.518	8.451	0.518	0	0	0.97	0.711	6.251
ABO	2.1728	0.506	2.209	0.506	0	0	0.195	0	1.508
ABR	1.1042	0.725	7.049	0	0	0.725	0	0	6.324
ABRA	1.2769	0.652	4.363	0	0	0.652	0	2.277	1.433
ABRACL	1.3302	0	10.207	0	0	0	3.401	0.973	5.833
ABT1	0.2762	0.554	5.624	0	0.2	0.354	1.352	1.706	2.011
ABTB1	0.6859	0	16.478	0	0	0	7.205	0.351	8.922
ABTB2	0.6903	0	10	0	0	0	2.981	0.949	6.07
ACAA1	0.2726	0	3.386	0	0	0	0	0	3.386
ACAA2	0.6385	0.602	24.726	0	0	0.602	6.668	7.421	10.035
ACACA	0.6804	1.945	20.37	0	0	1.945	0.16	0.799	17.467
ACACB	0.6325	2.574	20.436	0	0	2.574	3.877	1.151	12.833
ACAD10	0.2467	0.747	23.456	0	0	0.747	2.48	0.345	19.883
ACAD11	0.9517	0.418	12.423	0	0	0.418	1.018	1.172	9.815
ACAD8	0.5231	0.688	12.365	0	0.688	0	4.66	4.172	2.845
ACAD9	0.5979	0	8.737	0	0	0	2.402	2.91	3.426
ACADL	0.5224	0	12.755	0	0	0	3.163	6.015	3.578
ACADM	1.3917	5.428	35.669	0.297	0.518	4.613	8.641	1.151	20.449
ACADS	0.5232	1.686	8.071	0	0.23	1.456	0.274	0	6.111
ACADSB	0.6222	1.606	9.938	0	1.292	0.314	3.225	0.274	4.833
ACADVL	0.8699	0	4.194	0	0	0	0.562	0	3.632
ACAP1	0.5658	0	9.026	0	0	0	0	0	9.026
ACAP2	0.7631	0.403	0.686	0	0.403	0	0	0	0.283
ACAP3	1.1931	0	0	0	0	0	0	0	0
ACAT1	0.8796	0.322	12.334	0.322	0	0	1.74	2.233	8.04
ACAT2	0.5454	0.5415	11.8585	0	0	0.5415	1.19	0	10.1275
ACBD3	0.5516	1.456	47.286	0	0	1.456	10.893	0	34.937
ACBD4	0.6602	0.474	5.366	0	0	0.474	0	0	4.892
ACBD5	1.2222	7.903	43.314	0	0.767	7.137	7.563	6.162	21.686
ACBD6	1.9343	0	29.027	0	0	0	7.742	2.929	18.357
ACBD7	0.8964	0.597	8.999	0	0	0.597	1.16	0	7.243
ACCS	1.7849	0	3.47	0	0	0	0.264	1.208	1.998
ACCSL	0.7481	0.527	23.68	0	0	0.527	13.867	0	9.286
ACD	0.6434	0.218	4.178	0	0	0.218	0	0	3.96
ACE	0.5338	0	8.973	0	0	0	0	2.22	6.753
ACE2	1.0794	3.152	28.589	0	2.4	0.752	7.677	4.912	12.848
ACER1	0.4351	1.187	23.288	0.503	0	0.684	4.748	1.884	15.468
ACER2	0.6646	1.131	23.789	0	0	1.131	5.112	0	17.546
ACER3	0.931	1.307	9.199	0.518	0	0.789	1.63	0	6.262
ACHE	0.611	0.702	17.111	0	0	0.702	3.266	0	13.143
ACIN1	0.9431	0	2.207	0	0	0	0	0	2.207
ACKR1	0.6495	0	6.661	0	0	0	0	1.426	5.235
ACKR2	0.7633	0	5.244	0	0	0	2.368	0.36	2.516
ACKR3	0.8551	0	0.792	0	0	0	0.62	0	0.173
ACKR4	0.4149	0.345	4.165	0	0	0.345	0	1.167	2.653
ACLY	1.1783	2.179	20.604	0	0	2.179	3.924	4.051	10.45
ACMSD	0.7707	0	16.991	0	0	0	4.023	4.746	8.222
ACO1	0.4682	0.988	7.187	0.988	0	0	3.702	0	2.497
ACO2	1.4677	0.628	18.295	0	0	0.628	1.399	0.332	15.936
ACOD1	0.4661	0	5.698	0	0	0	0	4.29	1.407
ACOT1	1.7949	1.554	10.594	0.691	0	0.863	3.614	0	5.426
ACOT11	1.6711	0	6.607	0	0	0	0	0	6.607
ACOT12	0.6144	0	14.844	0	0	0	1.965	9.108	3.77
ACOT13	0.2981	1.672	9.698	0	0	1.672	0.47	0.39	7.166
ACOT2	0.6271	1.738	14.282	0	0	1.738	5.761	1.11	5.673
ACOT4	1.9665	2.704	15.351	0	0.23	2.474	5.113	0	7.534
ACOT7	1.1036	0.355	101.843	0.355	0	0	30.673	6.511	64.303
ACOT8	0.6726	0.857	16.262	0	0	0.857	0	0	15.405
ACOT9	0.97	0	16.0525	0	0	0	3.985	3.102	8.9655
ACOX1	0.589	0.468	19.307	0	0	0.468	6.719	0.623	11.497
ACOX2	0.244	0	13.97	0	0	0	1.454	2.003	10.512
ACOX3	1.0863	1.418	17.42	0.512	0	0.905	3.845	0	12.158
ACOXL	0.7035	1.209	18.945	0	0.691	0.518	5.514	8.579	3.642
ACP1	1.1633	0.76	4.016	0	0.345	0.414	0	0	3.256
ACP2	1.1998	1.388	18.075	0	0	1.388	2.85	0	13.837
ACP6	0.6136	0.408	7.432	0	0	0.408	0.592	0	6.432
ACP7	0.9982	0.287	24.231	0	0	0.287	0.695	2.797	20.453
ACPP	0.9895	0.964	11.502	0	0.518	0.446	1.545	3.614	5.379
ACR	0.5089	0	5.519	0	0	0	0.819	0	4.7
ACRBP	0.4728	0.705	12.537	0	0	0.705	0.246	0	11.586
ACRV1	0.6028	0	6.185	0	0	0	0.69	1.338	4.157
ACSBG1	0.7724	0.518	6.641	0	0	0.518	2.795	0	3.328
ACSBG2	2.4331	1.695	12.194	0	0	1.695	6.637	0	3.862
ACSF2	1.0251	1.678	13.408	0	0	1.678	3.04	1.517	7.173
ACSF3	0.5024	0.806	10.132	0.806	0	0	1.257	0.232	7.837
ACSL1	1.5978	1.718	20.485	0	1.036	0.682	5.003	0	13.764
ACSL3	0.6612	0.65	22.326	0	0	0.65	9.205	0	12.471
ACSL4	1.1484	0.23	6.5	0	0	0.23	0.466	2.42	3.384
ACSL5	0.5381	0.705	15.36	0	0	0.705	0	2.19	12.465
ACSL6	1.2375	1.18	29.479	0	1.18	0	7.829	5.011	15.459
ACSM1	1.6629	0	7.22	0	0	0	1.77	1.091	4.359
ACSM2A	1.3351	1.335	19.047	1.335	0	0	10.344	4.919	2.449
ACSM3	0.9529	1.209	8.1	0.345	0	0.863	0.777	5.424	0.691
ACSM4	1.1555	0	7.688	0	0	0	1.127	3	3.561
ACSM5	1.1775	0.23	10.483	0	0	0.23	4.441	1.996	3.816
ACSS1	1.3629	0.345	7.938	0	0.345	0	1.838	1.698	4.057
ACSS2	1.3575	0	16.812	0	0	0	0	7.269	9.543
ACSS3	0.9642	0	3.482	0	0	0	0.701	1.697	1.083
ACTA1	0.7445	2.443	5.325	0.173	0	2.27	0.914	0	1.968
ACTA2	0.75	0	5.736	0	0	0	1.384	0	4.351
ACTB	1.5075	0.591	12.832	0	0	0.591	2.946	1.193	8.102
ACTBL2	0.6368	0.345	0.863	0	0.345	0	0	0.345	0.173
ACTC1	1.8855	0	3.417	0	0	0	0.373	0	3.044
ACTG1	0.4627	2.694	12.384	0	0	2.694	0	0	9.69
ACTG2	0.6933	0	22.537	0	0	0	1.715	0.72	20.102
ACTL10	0.4198	0.764	10.338	0	0	0.764	0.42	1.123	8.031
ACTL6A	0.6233	0.738	16.643	0	0	0.738	8.417	0	7.487
ACTL6B	0.408	2.129	23.309	0	0	2.129	2.216	5.164	13.8
ACTL7A	0.6277	0	3.184	0	0	0	1.893	0.793	0.498
ACTL7B	0.741	0.173	4.193	0	0.173	0	0.536	1.904	1.58
ACTL9	1.307	1.036	15.191	0	1.036	0	2.663	7.245	4.248
ACTN1	0.5943	0	15.751	0	0	0	0.721	2.418	12.612
ACTN2	0.707	0.23	9.569	0.23	0	0	0.345	0	8.993
ACTN4	0.8822	0	1.043	0	0	0	0	0	1.043
ACTR10	0.7608	0.729	13.076	0.729	0	0	1.702	1.229	9.415
ACTR1A	1.262	0	9.328	0	0	0	0	0.512	8.816
ACTR1B	0.9832	0.556	9.884	0	0	0.556	2.522	2.08	4.726
ACTR2	0.7076	0.433	12.069	0	0	0.433	5.914	0.616	5.106
ACTR3	0.8863	0.345	15.015	0	0	0.345	1.06	5.399	8.21
ACTR3B	0.1151	0.138	18.531	0	0	0.138	6.915	2.63	8.848
ACTR5	0.7535	0.926	24.065	0	0	0.926	1.826	5.595	15.717
ACTR6	2.4216	0.387	12.598	0	0	0.387	5.457	0.345	6.408
ACTR8	0.5399	1.55	16.666	0	0	1.55	1.125	0	13.991
ACTRT1	0.8215	0	3.452	0	0	0	0.332	2.947	0.173
ACTRT2	1.5784	0	0.518	0	0	0	0.345	0	0.173
ACTRT3	0.7029	0	22.431	0	0	0	3.264	0	19.167
ACVR1	1.1297	0	4.874	0	0	0	0.671	0.262	3.941
ACVR1B	1.6042	0	40.834	0	0	0	8.645	4.64	27.55
ACVR1C	0.7364	0	2.532	0	0	0	0.518	0.518	1.496
ACVR2A	0.8329	0	9.614	0	0	0	0	6.741	2.873
