Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	domain:RanBD1 1	7	1.8970189701897018	1.7482719687711505E-9	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	351	7	13800	39.31623931623931	1.674843147725369E-6	1.674843147725369E-6	2.7471110053411962E-6
UP_SEQ_FEATURE	domain:RanBD1 2	7	1.8970189701897018	1.7482719687711505E-9	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	351	7	13800	39.31623931623931	1.674843147725369E-6	1.674843147725369E-6	2.7471110053411962E-6
SMART	SM00755:Grip	7	1.8970189701897018	4.934465309257981E-8	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	167	11	7392	28.16766467065868	7.105604982737823E-6	7.105604982737823E-6	5.85093426597183E-5
SMART	SM00160:RanBD	7	1.8970189701897018	4.934465309257981E-8	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	167	11	7392	28.16766467065868	7.105604982737823E-6	7.105604982737823E-6	5.85093426597183E-5
INTERPRO	IPR000156:Ran binding domain	7	1.8970189701897018	1.1357378686798415E-7	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	343	11	13322	24.716141001855284	8.017988346931126E-5	8.017988346931126E-5	1.7147181049503857E-4
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	49	13.279132791327914	1.7955736362441915E-7	ENSG00000125445, ENSG00000105202, ENSG00000156482, ENSG00000134318, ENSG00000108298, ENSG00000134419, ENSG00000130520, ENSG00000104907, ENSG00000009307, ENSG00000126749, ENSG00000169813, ENSG00000125351, ENSG00000132591, ENSG00000110700, ENSG00000152601, ENSG00000161970, ENSG00000143947, ENSG00000062582, ENSG00000130985, ENSG00000134684, ENSG00000055044, ENSG00000130305, ENSG00000100129, ENSG00000158545, ENSG00000129351, ENSG00000130810, ENSG00000104824, ENSG00000134186, ENSG00000172733, ENSG00000145741, ENSG00000135387, ENSG00000128951, ENSG00000197061, ENSG00000168439, ENSG00000100941, ENSG00000167658, ENSG00000115268, ENSG00000150991, ENSG00000204392, ENSG00000147649, ENSG00000105640, ENSG00000122299, ENSG00000087274, ENSG00000085760, ENSG00000105372, ENSG00000029363, ENSG00000197265, ENSG00000169871, ENSG00000158406	316	866	12496	2.2374952495103337	8.77997040853451E-5	8.77997040853451E-5	2.5776090128992735E-4
UP_SEQ_FEATURE	domain:GRIP	7	1.8970189701897018	2.0716621037266833E-7	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	351	12	13800	22.934472934472932	1.9844555720416324E-4	9.922770167047901E-5	3.25525847943986E-4
INTERPRO	IPR000237:GRIP	7	1.8970189701897018	2.2224460429814804E-7	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	343	12	13322	22.65646258503401	1.5689239915417375E-4	7.844927672162605E-5	3.355409425309652E-4
UP_KEYWORDS	Ubl conjugation	67	18.157181571815716	2.668501774803252E-7	ENSG00000168209, ENSG00000102908, ENSG00000087074, ENSG00000187266, ENSG00000124782, ENSG00000108298, ENSG00000177125, ENSG00000135503, ENSG00000063978, ENSG00000065989, ENSG00000141378, ENSG00000009307, ENSG00000165704, ENSG00000101040, ENSG00000143549, ENSG00000169813, ENSG00000197019, ENSG00000114316, ENSG00000180035, ENSG00000143398, ENSG00000141552, ENSG00000102409, ENSG00000161970, ENSG00000109920, ENSG00000011523, ENSG00000143947, ENSG00000130985, ENSG00000055044, ENSG00000129351, ENSG00000158545, ENSG00000104824, ENSG00000114030, ENSG00000134057, ENSG00000134333, ENSG00000203812, ENSG00000063245, ENSG00000144554, ENSG00000197061, ENSG00000168439, ENSG00000119335, ENSG00000167658, ENSG00000154832, ENSG00000100941, ENSG00000115163, ENSG00000105610, ENSG00000137807, ENSG00000124762, ENSG00000150991, ENSG00000165025, ENSG00000198431, ENSG00000112039, ENSG00000139644, ENSG00000112576, ENSG00000105640, ENSG00000181555, ENSG00000198369, ENSG00000012048, ENSG00000105701, ENSG00000115760, ENSG00000029363, ENSG00000137497, ENSG00000092098, ENSG00000169871, ENSG00000180879, ENSG00000120727, ENSG00000158406, ENSG00000175063	355	1370	13870	1.9107432918679963	7.791722652483735E-5	7.791722652483735E-5	3.551218316300009E-4
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	93	25.203252032520325	1.5777300272893836E-6	ENSG00000097021, ENSG00000167325, ENSG00000099381, ENSG00000102908, ENSG00000110768, ENSG00000105202, ENSG00000099817, ENSG00000221978, ENSG00000113282, ENSG00000114126, ENSG00000124782, ENSG00000177125, ENSG00000010803, ENSG00000063978, ENSG00000160392, ENSG00000134419, ENSG00000130520, ENSG00000104907, ENSG00000126749, ENSG00000158711, ENSG00000147316, ENSG00000172795, ENSG00000169813, ENSG00000125351, ENSG00000172183, ENSG00000110700, ENSG00000163159, ENSG00000143398, ENSG00000152601, ENSG00000141552, ENSG00000163605, ENSG00000109920, ENSG00000163935, ENSG00000143947, ENSG00000108423, ENSG00000175087, ENSG00000104885, ENSG00000110801, ENSG00000055044, ENSG00000100129, ENSG00000129351, ENSG00000158545, ENSG00000134057, ENSG00000114030, ENSG00000104824, ENSG00000160888, ENSG00000175305, ENSG00000120699, ENSG00000090013, ENSG00000159202, ENSG00000144554, ENSG00000197061, ENSG00000128951, ENSG00000100297, ENSG00000120656, ENSG00000119335, ENSG00000115268, ENSG00000100941, ENSG00000154832, ENSG00000115163, ENSG00000120690, ENSG00000124762, ENSG00000137807, ENSG00000079277, ENSG00000150991, ENSG00000143970, ENSG00000104064, ENSG00000121892, ENSG00000116062, ENSG00000204392, ENSG00000198431, ENSG00000112039, ENSG00000129484, ENSG00000112576, ENSG00000111676, ENSG00000181555, ENSG00000012048, ENSG00000087274, ENSG00000139163, ENSG00000105372, ENSG00000085760, ENSG00000029363, ENSG00000107897, ENSG00000137497, ENSG00000197265, ENSG00000007968, ENSG00000101255, ENSG00000174943, ENSG00000136929, ENSG00000066422, ENSG00000148835, ENSG00000158406, ENSG00000175063	339	2243	13129	1.605778449374455	5.142081442962576E-4	5.142081442962576E-4	0.0021350080814830363
UP_SEQ_FEATURE	chain:RANBP2-like and GRIP domain-containing protein 4	5	1.3550135501355014	1.993620522597492E-6	ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568	351	5	13800	39.31623931623932	0.001908067684362913	6.364275155106291E-4	0.0031325884701671747
UP_SEQ_FEATURE	chain:RANBP2-like and GRIP domain-containing protein 5	5	1.3550135501355014	1.993620522597492E-6	ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568	351	5	13800	39.31623931623932	0.001908067684362913	6.364275155106291E-4	0.0031325884701671747
UP_SEQ_FEATURE	chain:RANBP2-like and GRIP domain-containing protein 6	5	1.3550135501355014	1.993620522597492E-6	ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568	351	5	13800	39.31623931623932	0.001908067684362913	6.364275155106291E-4	0.0031325884701671747
UP_SEQ_FEATURE	chain:RANBP2-like and GRIP domain-containing protein 7	5	1.3550135501355014	1.993620522597492E-6	ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568	351	5	13800	39.31623931623932	0.001908067684362913	6.364275155106291E-4	0.0031325884701671747
GOTERM_BP_DIRECT	GO:0000042~protein targeting to Golgi	7	1.8970189701897018	5.963944883913687E-6	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	325	19	12479	14.146234817813765	0.008888315402297509	0.008888315402297509	0.009906450650076781
