Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Acetylation	109	33.43558282208589	1.8420629594879106E-9	ENSG00000138385, ENSG00000111481, ENSG00000101150, ENSG00000171223, ENSG00000172175, ENSG00000214253, ENSG00000156110, ENSG00000167774, ENSG00000112062, ENSG00000126391, ENSG00000163468, ENSG00000165119, ENSG00000166347, ENSG00000183598, ENSG00000188739, ENSG00000105552, ENSG00000164508, ENSG00000197153, ENSG00000087086, ENSG00000166794, ENSG00000187735, ENSG00000086061, ENSG00000170889, ENSG00000179051, ENSG00000117305, ENSG00000178966, ENSG00000079462, ENSG00000168393, ENSG00000168395, ENSG00000132305, ENSG00000107882, ENSG00000049541, ENSG00000157216, ENSG00000129562, ENSG00000143321, ENSG00000162231, ENSG00000142252, ENSG00000079432, ENSG00000126698, ENSG00000164402, ENSG00000119402, ENSG00000152556, ENSG00000122705, ENSG00000160993, ENSG00000134108, ENSG00000135776, ENSG00000110063, ENSG00000173207, ENSG00000198682, ENSG00000173599, ENSG00000171960, ENSG00000180596, ENSG00000131143, ENSG00000196072, ENSG00000127616, ENSG00000104687, ENSG00000174021, ENSG00000068903, ENSG00000118640, ENSG00000139154, ENSG00000197238, ENSG00000170855, ENSG00000083845, ENSG00000182827, ENSG00000116906, ENSG00000114942, ENSG00000165416, ENSG00000042493, ENSG00000162419, ENSG00000197903, ENSG00000144381, ENSG00000173473, ENSG00000092531, ENSG00000196866, ENSG00000005175, ENSG00000111653, ENSG00000148180, ENSG00000163939, ENSG00000176102, ENSG00000172809, ENSG00000115446, ENSG00000150779, ENSG00000164902, ENSG00000118181, ENSG00000196787, ENSG00000205937, ENSG00000132341, ENSG00000166411, ENSG00000063046, ENSG00000129691, ENSG00000110435, ENSG00000138160, ENSG00000100296, ENSG00000196396, ENSG00000103187, ENSG00000100097, ENSG00000135924, ENSG00000135090, ENSG00000141179, ENSG00000087365, ENSG00000100219, ENSG00000168028, ENSG00000177156, ENSG00000103051, ENSG00000185129, ENSG00000197958, ENSG00000172530, ENSG00000197170, ENSG00000197409	319	2758	13870	1.7183752707995663	5.415663602015286E-7	5.415663602015286E-7	2.4539680731905378E-6
UP_KEYWORDS	Nucleosome core	9	2.7607361963190185	7.550967221325456E-7	ENSG00000196866, ENSG00000196787, ENSG00000183598, ENSG00000197903, ENSG00000180596, ENSG00000164508, ENSG00000197153, ENSG00000197409, ENSG00000197238	319	34	13870	11.509312188825374	2.2197388027900278E-4	1.1099309987361305E-4	0.0010059236303816554
GOTERM_CC_DIRECT	GO:0000786~nucleosome	9	2.7607361963190185	2.670612773619689E-6	ENSG00000196866, ENSG00000196787, ENSG00000183598, ENSG00000197903, ENSG00000180596, ENSG00000164508, ENSG00000197153, ENSG00000197409, ENSG00000197238	308	39	13129	9.836913086913087	8.889199175137197E-4	8.889199175137197E-4	0.0036254342076991186
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	85	26.07361963190184	3.5539766168534603E-6	ENSG00000131759, ENSG00000127616, ENSG00000164045, ENSG00000101966, ENSG00000108061, ENSG00000176444, ENSG00000108557, ENSG00000112592, ENSG00000121864, ENSG00000114166, ENSG00000171223, ENSG00000156110, ENSG00000168002, ENSG00000139154, ENSG00000168517, ENSG00000175197, ENSG00000197238, ENSG00000083845, ENSG00000112062, ENSG00000143257, ENSG00000155868, ENSG00000165119, ENSG00000183598, ENSG00000042493, ENSG00000162419, ENSG00000197903, ENSG00000164985, ENSG00000095564, ENSG00000197153, ENSG00000173473, ENSG00000133895, ENSG00000187735, ENSG00000092531, ENSG00000111653, ENSG00000163939, ENSG00000176102, ENSG00000170889, ENSG00000036672, ENSG00000178966, ENSG00000168286, ENSG00000164902, ENSG00000168395, ENSG00000119912, ENSG00000105323, ENSG00000118181, ENSG00000205937, ENSG00000157014, ENSG00000132341, ENSG00000148660, ENSG00000196182, ENSG00000107882, ENSG00000129691, ENSG00000049541, ENSG00000100888, ENSG00000165934, ENSG00000023445, ENSG00000143321, ENSG00000071564, ENSG00000087095, ENSG00000175376, ENSG00000100296, ENSG00000125968, ENSG00000142252, ENSG00000162231, ENSG00000111727, ENSG00000126698, ENSG00000138182, ENSG00000135679, ENSG00000163635, ENSG00000087365, ENSG00000100219, ENSG00000168028, ENSG00000110063, ENSG00000173207, ENSG00000173933, ENSG00000180596, ENSG00000171960, ENSG00000172530, ENSG00000141759, ENSG00000170293, ENSG00000163877, ENSG00000197170, ENSG00000197409, ENSG00000100325, ENSG00000124440	308	2243	13129	1.6153646843571052	0.0011827762845370016	5.915631157284995E-4	0.004824599418384867
INTERPRO	IPR009072:Histone-fold	10	3.067484662576687	4.305661772712098E-6	ENSG00000196866, ENSG00000196787, ENSG00000183598, ENSG00000197903, ENSG00000180596, ENSG00000175550, ENSG00000164508, ENSG00000197153, ENSG00000197409, ENSG00000197238	310	55	13322	7.813489736070381	0.002799067134568456	0.002799067134568456	0.006429916451511364
INTERPRO	IPR007125:Histone core	8	2.4539877300613497	5.498865618913204E-6	ENSG00000196866, ENSG00000196787, ENSG00000183598, ENSG00000197903, ENSG00000180596, ENSG00000164508, ENSG00000197153, ENSG00000197409	310	31	13322	11.090114464099896	0.0035733716176116204	0.001788284790050998	0.008211734792473724
UP_KEYWORDS	Citrullination	9	2.7607361963190185	2.904613272241116E-5	ENSG00000196866, ENSG00000111653, ENSG00000196787, ENSG00000183598, ENSG00000164985, ENSG00000164508, ENSG00000197153, ENSG00000197409, ENSG00000197238	319	54	13870	7.246603970741902	0.008503327489367996	0.00284251473071484	0.038687890266175806
UP_KEYWORDS	Phosphoprotein	189	57.97546012269939	3.266676111521852E-5	ENSG00000131759, ENSG00000185344, ENSG00000159792, ENSG00000138385, ENSG00000161911, ENSG00000099968, ENSG00000106404, ENSG00000176444, ENSG00000024422, ENSG00000007080, ENSG00000103226, ENSG00000130734, ENSG00000101150, ENSG00000171223, ENSG00000214253, ENSG00000103222, ENSG00000172175, ENSG00000156110, ENSG00000145723, ENSG00000168000, ENSG00000168517, ENSG00000167670, ENSG00000175197, ENSG00000104903, ENSG00000178502, ENSG00000159592, ENSG00000175550, ENSG00000121101, ENSG00000175938, ENSG00000112062, ENSG00000167774, ENSG00000163468, ENSG00000126391, ENSG00000163155, ENSG00000004534, ENSG00000143545, ENSG00000138439, ENSG00000165119, ENSG00000183598, ENSG00000188739, ENSG00000164508, ENSG00000095564, ENSG00000197153, ENSG00000133895, ENSG00000187735, ENSG00000086061, ENSG00000109103, ENSG00000170889, ENSG00000179051, ENSG00000178966, ENSG00000079462, ENSG00000164077, ENSG00000104783, ENSG00000168395, ENSG00000154040, ENSG00000135622, ENSG00000177105, ENSG00000120314, ENSG00000132305, ENSG00000101782, ENSG00000148660, ENSG00000107882, ENSG00000049541, ENSG00000157216, ENSG00000100888, ENSG00000165934, ENSG00000169418, ENSG00000143321, ENSG00000142252, ENSG00000162231, ENSG00000079432, ENSG00000164402, ENSG00000126698, ENSG00000095370, ENSG00000129657, ENSG00000152556, ENSG00000074582, ENSG00000122705, ENSG00000138182, ENSG00000160993, ENSG00000165821, ENSG00000110063, ENSG00000173599, ENSG00000180596, ENSG00000168061, ENSG00000185670, ENSG00000131143, ENSG00000099194, ENSG00000127616, ENSG00000142733, ENSG00000164045, ENSG00000137269, ENSG00000104804, ENSG00000101966, ENSG00000108557, ENSG00000173327, ENSG00000068903, ENSG00000121864, ENSG00000174021, ENSG00000118640, ENSG00000162188, ENSG00000172893, ENSG00000162511, ENSG00000126746, ENSG00000139154, ENSG00000129173, ENSG00000136933, ENSG00000197238, ENSG00000083845, ENSG00000182827, ENSG00000143257, ENSG00000182511, ENSG00000155868, ENSG00000116906, ENSG00000114942, ENSG00000165416, ENSG00000167895, ENSG00000042493, ENSG00000197903, ENSG00000158615, ENSG00000164985, ENSG00000144381, ENSG00000173473, ENSG00000005471, ENSG00000204138, ENSG00000176624, ENSG00000130703, ENSG00000092531, ENSG00000148180, ENSG00000005175, ENSG00000196866, ENSG00000163939, ENSG00000176102, ENSG00000115446, ENSG00000145014, ENSG00000164902, ENSG00000105323, ENSG00000196787, ENSG00000205937, ENSG00000103657, ENSG00000122490, ENSG00000132341, ENSG00000129493, ENSG00000166716, ENSG00000166411, ENSG00000079337, ENSG00000086730, ENSG00000063046, ENSG00000129691, ENSG00000110435, ENSG00000176973, ENSG00000071564, ENSG00000006047, ENSG00000087095, ENSG00000175376, ENSG00000138160, ENSG00000100296, ENSG00000196396, ENSG00000126860, ENSG00000091009, ENSG00000114650, ENSG00000100097, ENSG00000131389, ENSG00000169252, ENSG00000135090, ENSG00000151502, ENSG00000090520, ENSG00000135679, ENSG00000141179, ENSG00000103512, ENSG00000213190, ENSG00000087365, ENSG00000185905, ENSG00000168028, ENSG00000100219, ENSG00000138587, ENSG00000103051, ENSG00000177156, ENSG00000185129, ENSG00000173933, ENSG00000114857, ENSG00000197958, ENSG00000095794, ENSG00000163877, ENSG00000141759, ENSG00000172530, ENSG00000197409, ENSG00000100325, ENSG00000109089	319	6646	13870	1.236480424739891	0.00955821175134175	0.0023981659536846944	0.043509402506403116
KEGG_PATHWAY	hsa05322:Systemic lupus erythematosus	10	3.067484662576687	6.365192655062712E-5	ENSG00000196866, ENSG00000196787, ENSG00000138385, ENSG00000183598, ENSG00000197903, ENSG00000180596, ENSG00000164508, ENSG00000197153, ENSG00000197409, ENSG00000197238	146	68	5491	5.530821917808218	0.013089939832451547	0.013089939832451547	0.08020073951754414
UP_SEQ_FEATURE	cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin)	14	4.294478527607362	8.242009592841774E-5	ENSG00000196787, ENSG00000165119, ENSG00000183598, ENSG00000132341, ENSG00000197903, ENSG00000164508, ENSG00000197153, ENSG00000165821, ENSG00000196866, ENSG00000114857, ENSG00000180596, ENSG00000197409, ENSG00000091009, ENSG00000124440	318	160	13800	3.7971698113207544	0.06812305819995157	0.06812305819995157	0.12756329118460696
