Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_KEYWORDS	Acetylation	81	36.81818181818181	9.518780338772329E-14	ENSG00000127616, ENSG00000183751, ENSG00000179218, ENSG00000144579, ENSG00000148308, ENSG00000125743, ENSG00000071082, ENSG00000077312, ENSG00000002330, ENSG00000171858, ENSG00000120539, ENSG00000164284, ENSG00000196235, ENSG00000106105, ENSG00000160633, ENSG00000136937, ENSG00000167460, ENSG00000130311, ENSG00000111271, ENSG00000146731, ENSG00000113615, ENSG00000130313, ENSG00000179295, ENSG00000124562, ENSG00000114391, ENSG00000125352, ENSG00000197153, ENSG00000132740, ENSG00000110700, ENSG00000106263, ENSG00000168496, ENSG00000142945, ENSG00000142937, ENSG00000196866, ENSG00000103423, ENSG00000170889, ENSG00000178982, ENSG00000115446, ENSG00000136888, ENSG00000113407, ENSG00000196290, ENSG00000125450, ENSG00000168395, ENSG00000073111, ENSG00000165732, ENSG00000105325, ENSG00000129351, ENSG00000147133, ENSG00000138071, ENSG00000141026, ENSG00000099331, ENSG00000132773, ENSG00000130810, ENSG00000150753, ENSG00000167553, ENSG00000063046, ENSG00000134333, ENSG00000160752, ENSG00000165688, ENSG00000177600, ENSG00000147684, ENSG00000142541, ENSG00000172009, ENSG00000125826, ENSG00000127022, ENSG00000104853, ENSG00000101413, ENSG00000198356, ENSG00000184992, ENSG00000157778, ENSG00000123975, ENSG00000123144, ENSG00000157349, ENSG00000106245, ENSG00000113194, ENSG00000065911, ENSG00000176407, ENSG00000180596, ENSG00000137955, ENSG00000197409, ENSG00000171314	193	2857	15329	2.2518076681036123	2.1027291019493077E-11	2.1027291019493077E-11	1.2120304759832834E-10
UP_KEYWORDS	Ribonucleoprotein	22	10.0	2.8984430486654423E-12	ENSG00000181991, ENSG00000055044, ENSG00000114391, ENSG00000124562, ENSG00000144713, ENSG00000125743, ENSG00000071082, ENSG00000132313, ENSG00000132740, ENSG00000077312, ENSG00000110700, ENSG00000063177, ENSG00000142937, ENSG00000171858, ENSG00000128626, ENSG00000177600, ENSG00000170889, ENSG00000082515, ENSG00000142541, ENSG00000164587, ENSG00000089157, ENSG00000111639	193	241	15329	7.250403113108163	6.405594943359461E-10	3.202796916568218E-10	3.692257610765637E-9
GOTERM_BP_DIRECT	GO:0006412~translation	21	9.545454545454547	2.954386949141103E-12	ENSG00000111358, ENSG00000181991, ENSG00000114391, ENSG00000144713, ENSG00000071082, ENSG00000132313, ENSG00000132740, ENSG00000110700, ENSG00000063177, ENSG00000142937, ENSG00000171858, ENSG00000128626, ENSG00000177600, ENSG00000170889, ENSG00000082515, ENSG00000142541, ENSG00000164587, ENSG00000113407, ENSG00000089157, ENSG00000148187, ENSG00000111639	176	209	13502	7.708297085689431	2.4669360998430534E-9	2.4669360998430534E-9	4.560540833864479E-9
UP_KEYWORDS	Ribosomal protein	17	7.727272727272727	6.198828905648571E-11	ENSG00000181991, ENSG00000114391, ENSG00000144713, ENSG00000071082, ENSG00000132313, ENSG00000110700, ENSG00000063177, ENSG00000142937, ENSG00000171858, ENSG00000128626, ENSG00000177600, ENSG00000170889, ENSG00000082515, ENSG00000142541, ENSG00000164587, ENSG00000089157, ENSG00000111639	193	150	15329	9.001485319516407	1.369941493578608E-8	4.566471645262027E-9	7.896494569337165E-8
KEGG_PATHWAY	hsa03010:Ribosome	16	7.2727272727272725	8.403293476222873E-11	ENSG00000181991, ENSG00000114391, ENSG00000144713, ENSG00000071082, ENSG00000132313, ENSG00000110700, ENSG00000063177, ENSG00000142937, ENSG00000171858, ENSG00000128626, ENSG00000177600, ENSG00000170889, ENSG00000082515, ENSG00000142541, ENSG00000164587, ENSG00000089157	88	114	5781	9.220095693779903	1.0252012794254028E-8	1.0252012794254028E-8	9.675268364262024E-8
GOTERM_MF_DIRECT	GO:0003735~structural constituent of ribosome	18	8.181818181818182	2.540248373303122E-10	ENSG00000181991, ENSG00000114391, ENSG00000144713, ENSG00000053372, ENSG00000071082, ENSG00000132313, ENSG00000110700, ENSG00000063177, ENSG00000142937, ENSG00000171858, ENSG00000128626, ENSG00000177600, ENSG00000170889, ENSG00000082515, ENSG00000142541, ENSG00000164587, ENSG00000089157, ENSG00000111639	180	181	13540	7.480662983425415	7.925573486389226E-8	7.925573486389226E-8	3.414835081372303E-7
GOTERM_BP_DIRECT	GO:0006413~translational initiation	15	6.8181818181818175	3.228859775510319E-10	ENSG00000114391, ENSG00000144713, ENSG00000071082, ENSG00000063046, ENSG00000110700, ENSG00000106263, ENSG00000063177, ENSG00000142937, ENSG00000171858, ENSG00000177600, ENSG00000178982, ENSG00000170889, ENSG00000142541, ENSG00000164587, ENSG00000089157	176	117	13502	9.83537296037296	2.696097237686601E-7	1.348048709326477E-7	4.984189061474353E-7
GOTERM_BP_DIRECT	GO:0006364~rRNA processing	17	7.727272727272727	8.935210601139858E-10	ENSG00000165732, ENSG00000183751, ENSG00000055044, ENSG00000114391, ENSG00000144713, ENSG00000053372, ENSG00000071082, ENSG00000110700, ENSG00000063177, ENSG00000142937, ENSG00000171858, ENSG00000105671, ENSG00000177600, ENSG00000170889, ENSG00000142541, ENSG00000164587, ENSG00000089157	176	174	13502	7.495232497387669	7.460897861744087E-7	2.4869665726789947E-7	1.3792727293626683E-6
GOTERM_MF_DIRECT	GO:0044822~poly(A) RNA binding	37	16.818181818181817	1.667831100907534E-9	ENSG00000120948, ENSG00000165732, ENSG00000181991, ENSG00000183751, ENSG00000055044, ENSG00000179218, ENSG00000053372, ENSG00000125743, ENSG00000129351, ENSG00000071082, ENSG00000134748, ENSG00000130810, ENSG00000063046, ENSG00000077312, ENSG00000160752, ENSG00000105671, ENSG00000171858, ENSG00000128626, ENSG00000185298, ENSG00000082515, ENSG00000142541, ENSG00000196235, ENSG00000127022, ENSG00000160633, ENSG00000089157, ENSG00000136937, ENSG00000175573, ENSG00000146731, ENSG00000114391, ENSG00000124562, ENSG00000144713, ENSG00000111364, ENSG00000110700, ENSG00000182196, ENSG00000142937, ENSG00000170889, ENSG00000164587	180	900	13540	3.092469135802469	5.203631667782815E-7	2.60181617250943E-7	2.242051988510241E-6
GOTERM_CC_DIRECT	GO:0005840~ribosome	15	6.8181818181818175	2.883117081543817E-9	ENSG00000181991, ENSG00000114391, ENSG00000144713, ENSG00000071082, ENSG00000132313, ENSG00000110700, ENSG00000063177, ENSG00000142937, ENSG00000171858, ENSG00000177600, ENSG00000170889, ENSG00000142541, ENSG00000127022, ENSG00000164587, ENSG00000089157	185	139	14343	8.366517596733425	6.919478604539009E-7	6.919478604539009E-7	3.7213823245174638E-6
