Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
UP_SEQ_FEATURE	domain:RanBD1 1	7	2.3333333333333335	4.960783703154192E-10	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	285	7	13800	48.421052631578945	4.1025675323602684E-7	4.1025675323602684E-7	7.648024435980005E-7
UP_SEQ_FEATURE	domain:RanBD1 2	7	2.3333333333333335	4.960783703154192E-10	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	285	7	13800	48.421052631578945	4.1025675323602684E-7	4.1025675323602684E-7	7.648024435980005E-7
UP_KEYWORDS	Ubl conjugation	62	20.666666666666668	6.179307616586894E-9	ENSG00000163781, ENSG00000128731, ENSG00000143384, ENSG00000100764, ENSG00000187266, ENSG00000118705, ENSG00000108094, ENSG00000063978, ENSG00000065989, ENSG00000160633, ENSG00000141378, ENSG00000165704, ENSG00000143549, ENSG00000169813, ENSG00000197019, ENSG00000114316, ENSG00000108468, ENSG00000197223, ENSG00000116809, ENSG00000143947, ENSG00000166140, ENSG00000100084, ENSG00000116017, ENSG00000130985, ENSG00000165732, ENSG00000138778, ENSG00000055044, ENSG00000129351, ENSG00000186625, ENSG00000114030, ENSG00000057663, ENSG00000204843, ENSG00000134333, ENSG00000063245, ENSG00000144554, ENSG00000197114, ENSG00000119335, ENSG00000115163, ENSG00000137807, ENSG00000124762, ENSG00000150991, ENSG00000067560, ENSG00000174579, ENSG00000198431, ENSG00000112039, ENSG00000111206, ENSG00000142166, ENSG00000147601, ENSG00000112576, ENSG00000105640, ENSG00000181555, ENSG00000112130, ENSG00000165916, ENSG00000105701, ENSG00000137193, ENSG00000029363, ENSG00000126858, ENSG00000180879, ENSG00000159256, ENSG00000163872, ENSG00000103194, ENSG00000175063	289	1370	13870	2.171949587048216	1.6004393981194909E-6	1.6004393981194909E-6	8.07216455900317E-6
GOTERM_CC_DIRECT	GO:0005654~nucleoplasm	88	29.333333333333332	6.855522193576289E-9	ENSG00000163781, ENSG00000204560, ENSG00000071794, ENSG00000128731, ENSG00000110768, ENSG00000143384, ENSG00000166333, ENSG00000105202, ENSG00000100764, ENSG00000105011, ENSG00000163002, ENSG00000108094, ENSG00000010803, ENSG00000063978, ENSG00000160392, ENSG00000130520, ENSG00000160633, ENSG00000158711, ENSG00000170088, ENSG00000082258, ENSG00000111845, ENSG00000169813, ENSG00000172183, ENSG00000110700, ENSG00000163159, ENSG00000172409, ENSG00000108468, ENSG00000163605, ENSG00000197223, ENSG00000116809, ENSG00000143947, ENSG00000108423, ENSG00000127481, ENSG00000100084, ENSG00000116017, ENSG00000110801, ENSG00000165732, ENSG00000055044, ENSG00000205571, ENSG00000129351, ENSG00000085721, ENSG00000132773, ENSG00000160917, ENSG00000138326, ENSG00000114030, ENSG00000160888, ENSG00000175305, ENSG00000090013, ENSG00000144554, ENSG00000119335, ENSG00000115268, ENSG00000197879, ENSG00000115163, ENSG00000101413, ENSG00000120690, ENSG00000124762, ENSG00000137807, ENSG00000150991, ENSG00000100982, ENSG00000138398, ENSG00000204392, ENSG00000116062, ENSG00000174579, ENSG00000198431, ENSG00000172062, ENSG00000112039, ENSG00000111206, ENSG00000147601, ENSG00000105058, ENSG00000110107, ENSG00000112576, ENSG00000127080, ENSG00000159210, ENSG00000181555, ENSG00000132781, ENSG00000112130, ENSG00000165916, ENSG00000085760, ENSG00000196367, ENSG00000075218, ENSG00000029363, ENSG00000107897, ENSG00000197265, ENSG00000159256, ENSG00000137054, ENSG00000066422, ENSG00000103194, ENSG00000175063	283	2243	13129	1.820114088747245	2.1663426602591684E-6	2.1663426602591684E-6	9.233607400904731E-6
SMART	SM00755:Grip	7	2.3333333333333335	1.6973865403479645E-8	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	140	11	7392	33.6	2.3084430528230726E-6	2.3084430528230726E-6	1.992560800800902E-5
SMART	SM00160:RanBD	7	2.3333333333333335	1.6973865403479645E-8	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	140	11	7392	33.6	2.3084430528230726E-6	2.3084430528230726E-6	1.992560800800902E-5
INTERPRO	IPR000156:Ran binding domain	7	2.3333333333333335	3.241365590653486E-8	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	278	11	13322	30.49509483322433	1.9545243795882072E-5	1.9545243795882072E-5	4.7905183897523074E-5
UP_SEQ_FEATURE	domain:GRIP	7	2.3333333333333335	6.002332020318261E-8	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	285	12	13800	28.24561403508772	4.963805528868104E-5	2.4819335644021834E-5	9.253771674488931E-5
INTERPRO	IPR000237:GRIP	7	2.3333333333333335	6.369819340635457E-8	ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	278	12	13322	27.953836930455633	3.840927418041762E-5	1.9204821502749603E-5	9.414158719245336E-5
GOTERM_BP_DIRECT	GO:0000042~protein targeting to Golgi	8	2.666666666666667	7.675741617629869E-8	ENSG00000172007, ENSG00000187627, ENSG00000153165, ENSG00000169629, ENSG00000196862, ENSG00000183054, ENSG00000015568, ENSG00000185304	268	19	12479	19.605655930871958	9.264191338298478E-5	9.264191338298478E-5	1.2418101268396597E-4
